,year,lat1,long1,lat2,long2
208297,1996,47.65878,-117.426047,47.65878,-117.426047
208446,1996,17.987557000000002,-92.929147,17.987557000000002,-92.929147
208496,1996,2.877973,32.724087,36.70993,67.1157
208497,1996,41.106178,28.689863,36.70993,67.1157
208498,1996,41.106178,28.689863,2.877973,32.724087
208532,1996,33.246259,35.5001,33.246259,35.5001
208534,1996,10.666667,-61.516667000000005,10.666667,-61.516667000000005
209006,1996,26.401436,90.266699,26.401436,90.266699
209015,1996,37.884727000000005,-4.779152,37.884727000000005,-4.779152
212817,1996,20.951665,85.098524,20.951665,85.098524
212829,1996,15.478569,78.48309300000001,34.08374,74.789902
212832,1996,34.08374,74.789902,31.771599,35.2034
212835,1996,15.478569,78.48309300000001,31.771599,35.2034
212840,1996,7.080710000000001,-74.70101,7.080710000000001,-74.70101
212842,1996,23.169875,92.198367,23.169875,92.198367
212851,1996,43.222177,-2.885668,43.222177,-2.885668
212853,1996,24.798346,93.94043,24.798346,93.94043
212905,1996,51.339673,12.371364,51.482166,11.965814
212906,1996,51.482166,11.965814,51.339673,12.371364
213233,1996,8.964041,80.787941,8.964041,80.787941
213235,1996,7.799444,81.57722199999999,7.799444,81.57722199999999
213259,1996,47.65713,-117.24786399999999,47.65713,-117.24786399999999
213261,1996,52.023062,8.533072,52.023062,8.533072
213265,1996,23.791275,90.418205,23.791275,90.418205
214061,1996,22.845641,89.540328,22.845641,89.540328
214099,1996,27.181122,31.179426,27.181122,31.179426
214101,1996,22.341896,91.815117,22.341896,91.815117
214427,1996,22.372936,90.337372,22.372936,90.337372
214453,1996,-6.158373,155.382212,-6.158373,155.382212
265278,1996,7.0273449999999995,-71.428555,7.0273449999999995,-71.428555
265280,1996,50.940664,6.959911999999999,50.940664,6.959911999999999
265339,1996,41.591369,9.278311,41.591369,9.278311
265341,1995,41.930607,8.742907,41.930607,8.742907
265345,1995,24.891115,67.143311,24.891115,67.143311
265354,1995,7.716666,81.700188,7.716666,81.700188
265356,1995,7.301756,81.67473000000001,7.301756,81.67473000000001
265365,1995,41.591369,9.278311,41.591369,9.278311
265374,1995,42.093828,9.223178,42.093828,9.223178
265407,1995,10.413711,-75.533549,10.413711,-75.533549
265640,1995,7.368333,80.0325,,
265641,1995,7.525428999999999,81.53925600000001,,
265642,1995,7.525428999999999,81.53925600000001,7.368333,80.0325
265643,1995,7.368333,80.0325,7.525428999999999,81.53925600000001
265644,1995,,,7.525428999999999,81.53925600000001
265645,1995,,,7.368333,80.0325
265748,1995,22.718485,89.070477,22.718485,89.070477
265750,1995,28.690072999999998,77.213982,28.690072999999998,77.213982
265752,1995,-25.282773000000002,-57.63561,-25.282773000000002,-57.63561
266202,1995,13.08268,80.270718,13.08268,80.270718
266204,1995,40.69214,-89.587764,40.69214,-89.587764
266206,1995,13.692879999999999,-89.199161,13.692879999999999,-89.199161
266208,1995,43.003305,-2.612578,43.003305,-2.612578
266658,1995,34.016075,75.31498,34.016075,75.31498
266660,1995,,,,
266671,1995,49.250149,6.860295,49.250149,6.860295
266680,1995,53.553813,9.991586,53.553813,9.991586
266682,1995,50.799859000000005,6.486992,50.799859000000005,6.486992
266906,1995,12.25,104.666667,12.25,104.666667
331345,1995,33.778175,76.576171,33.778175,76.576171
334549,1995,34.08374,74.789902,34.08374,74.789902
335378,1995,41.106178,28.689863,41.106178,28.689863
335381,1995,50.940664,6.959911999999999,50.940664,6.959911999999999
335431,1995,20.448495,99.884194,20.448495,99.884194
335812,1995,14.622869,-90.52906800000001,14.622869,-90.52906800000001
340894,1995,52.50153,13.401851,50.940664,6.959911999999999
340896,1995,52.50153,13.401851,52.50153,13.401851
340897,1995,53.07498100000001,8.807081,50.940664,6.959911999999999
340898,1995,53.07498100000001,8.807081,52.50153,13.401851
340903,1995,53.07498100000001,8.807081,53.07498100000001,8.807081
340905,1995,50.940664,6.959911999999999,52.50153,13.401851
340907,1995,50.940664,6.959911999999999,53.07498100000001,8.807081
340937,1995,52.50153,13.401851,53.07498100000001,8.807081
341008,1995,14.540830999999999,-92.220917,14.540830999999999,-92.220917
341010,1995,32.726602,74.857026,32.726602,74.857026
341019,1995,41.366667,9.266843,41.366667,9.266843
341028,1995,35.615725,-87.03544699999999,35.615725,-87.03544699999999
341030,1995,42.657985,9.414214999999999,16.77532,-3.008265
341031,1995,30.658601,104.064856,16.77532,-3.008265
341032,1995,30.658601,104.064856,42.657985,9.414214999999999
341035,1995,30.658601,104.064856,30.658601,104.064856
341050,1995,15.587991,-91.676069,15.587991,-91.676069
341059,1995,14.933333,-91.116667,14.933333,-91.116667
341083,1995,55.676075,12.568316000000001,55.676075,12.568316000000001
341085,1995,35.084179999999996,-106.64863899999999,35.084179999999996,-106.64863899999999
341094,1994,42.331779,-71.12118199999999,42.331779,-71.12118199999999
341096,1994,22.494220000000002,89.601617,22.494220000000002,89.601617
347352,1994,10.413711,-75.533549,10.413711,-75.533549
347361,1994,-11.967367999999999,-76.978462,-11.967367999999999,-76.978462
347370,1994,-4.2324720000000005,-74.217933,-4.2324720000000005,-74.217933
347379,1994,24.891115,67.143311,24.891115,67.143311
351179,1994,39.176086,-94.574127,39.113789000000004,-94.76535799999999
351180,1994,39.113789000000004,-94.76535799999999,39.176086,-94.574127
351190,1994,23.791275,90.418205,23.791275,90.418205
352030,1994,2.925561,-75.290777,2.925561,-75.290777
352032,1994,33.577858,-101.854814,33.577858,-101.854814
352041,1994,39.728352,-121.83734799999999,40.587515,-122.39293400000001
352042,1994,40.587515,-122.39293400000001,39.728352,-121.83734799999999
352043,1994,4.667128,-74.10605600000001,4.667128,-74.10605600000001
352067,1994,42.815371999999996,-1.653616,42.815371999999996,-1.653616
352069,1994,43.361746000000004,45.410999,43.320229,45.654491
352070,1994,43.320229,45.654491,43.361746000000004,45.410999
352071,1994,40.786722999999995,30.40223,40.786722999999995,30.40223
352073,1994,-33.366238,-70.505302,-33.366238,-70.505302
352075,1994,-38.734133,-72.58465100000001,-38.734133,-72.58465100000001
352077,1994,54.787715000000006,-6.492314,54.787715000000006,-6.492314
352086,1994,36.763763,3.055413,36.760290000000005,3.4723949999999997
352088,1994,36.763763,3.055413,36.763763,3.055413
352089,1994,36.760290000000005,3.4723949999999997,36.760290000000005,3.4723949999999997
352090,1994,36.760290000000005,3.4723949999999997,36.763763,3.055413
352110,1994,41.918890999999995,8.737554,41.918890999999995,8.737554
352112,1994,,,,
352121,1994,31.530243,35.094162,31.530243,35.094162
352130,1994,26.329008,91.005433,26.329008,91.005433
352504,1994,4.72067,-73.9685,4.72067,-73.9685
352532,1994,41.106178,28.689863,41.106178,28.689863
352534,1994,41.795233,8.741819,41.795233,8.741819
352558,1994,41.883333,8.783333,41.883333,8.783333
352582,1994,41.491868,9.055050999999999,41.491868,9.055050999999999
352630,1994,6.242026,-75.564766,6.242026,-75.564766
355384,1994,26.200605,92.937574,26.200605,92.937574
355430,1994,54.607712,-5.95621,54.607712,-5.95621
357350,1994,1.490879,33.751917999999996,14.596051000000001,120.97866599999999
357352,1994,1.490879,33.751917999999996,1.490879,33.751917999999996
357353,1994,-26.252696999999998,27.870275,14.596051000000001,120.97866599999999
357354,1994,-26.252696999999998,27.870275,1.490879,33.751917999999996
357359,1994,-26.252696999999998,27.870275,-26.252696999999998,27.870275
357360,1994,,,14.596051000000001,120.97866599999999
357361,1994,,,1.490879,33.751917999999996
357363,1994,,,-26.252696999999998,27.870275
357365,1994,1.490879,33.751917999999996,5.714599,-72.927785
357368,1994,-26.252696999999998,27.870275,5.714599,-72.927785
357375,1994,,,5.714599,-72.927785
357380,1994,14.596051000000001,120.97866599999999,5.714599,-72.927785
357412,1994,13.491667000000001,7.096389,13.491667000000001,7.096389
357421,1994,42.016853999999995,9.403982000000001,42.016853999999995,9.403982000000001
357473,1994,9.412737,-0.11716700000000001,9.412737,-0.11716700000000001
357475,1994,45.021276,-74.730345,45.533377,-73.283415
357476,1994,45.533377,-73.283415,45.021276,-74.730345
357501,1994,14.622869,-90.52906800000001,14.622869,-90.52906800000001
357760,1994,51.504387,-0.140041,51.504387,-0.140041
357907,1994,31.502407,34.459742999999996,31.502407,34.459742999999996
357909,1994,14.702079999999999,-91.2506,14.702079999999999,-91.2506
358257,1994,53.993846999999995,-6.396594,53.993846999999995,-6.396594
358399,1994,39.930771,32.767540000000004,39.930771,32.767540000000004
358401,1994,40.697132,-73.931351,40.697132,-73.931351
358853,1992,8.32,-81.21,8.32,-81.21
358877,1992,41.106178,28.689863,41.106178,28.689863
358886,1992,7.894195,-72.503885,7.894195,-72.503885
360461,1992,7.131202,-73.124973,7.131202,-73.124973
360470,1992,7.060051,-73.853115,7.060051,-73.853115
360472,1992,6.242026,-75.564766,6.242026,-75.564766
360562,1992,53.361675,-6.2454849999999995,53.361675,-6.2454849999999995
360652,1992,25.066872,91.40735600000001,25.066872,91.40735600000001
360661,1992,21.439464,92.00773199999999,21.439464,92.00773199999999
360885,1992,21.834094,91.86246899999999,21.834094,91.86246899999999
360975,1992,23.791275,90.418205,23.791275,90.418205
360984,1992,41.918890999999995,8.737554,41.918890999999995,8.737554
367608,1992,42.277097,9.474762,42.277097,9.474762
367610,1992,42.554742,9.424047,42.554742,9.424047
367619,1992,4.667128,-74.10605600000001,4.667128,-74.10605600000001
367621,1992,37.99749,23.762728,37.99749,23.762728
367713,1992,-38.713081,-62.268631000000006,-38.713081,-62.268631000000006
367722,1992,-9.32505,-77.561942,-9.32505,-77.561942
367724,1992,6.270526,-75.57217299999999,6.270526,-75.57217299999999
372608,1992,-11.967367999999999,-76.978462,-11.967367999999999,-76.978462
372632,1992,38.525556,68.54722199999999,38.525556,68.54722199999999
372634,1992,42.699996999999996,9.447317,42.699996999999996,9.447317
373005,1992,54.607712,-5.95621,54.607712,-5.95621
373153,1992,,,,
373162,1992,43.00732,40.989151,43.00732,40.989151
373171,1992,41.930607,8.742907,41.930607,8.742907
373173,1992,7.08582,-70.75779,7.08582,-70.75779
373175,1992,50.940664,6.959911999999999,50.940664,6.959911999999999
373181,1992,19.180544,-70.020481,19.180544,-70.020481
373183,1992,-30.034108000000003,-51.217839,-30.034108000000003,-51.217839
